company_id,year,sales,operating_profit,net_profit,other_income,interest,equity,borrowings,total_assets,investments,net_profit_margin,operating_profit_margin,roe_percentage,roa_percentage,debt_to_equity,roce_percentage,interest_coverage_ratio,net_debt,asset_turnover
ABB,Dec 2012,1653,202.0,145,33,0,21.0,0,907,0,8.77,12.22,690.48,15.99,0.0,961.9,,0,1.82
AMBUJACEM,Dec 2012,9749,2473.0,1292,69,78,308.0,60,12345,1581,13.25,25.37,419.48,10.47,0.19,672.01,32.59,-1521,0.79
BOSCHLTD,Dec 2012,8659,1350.0,958,369,6,31.0,230,7902,1529,11.06,15.59,3090.32,12.12,7.42,517.24,286.5,-1299,1.1
EICHERMOT,Dec 2012,6390,550.0,475,136,4,27.0,23,4471,638,7.43,8.61,1759.26,10.62,0.85,1100.0,171.5,-615,1.43
AMBUJACEM,Dec 2013,9161,1669.0,1278,390,67,309.0,48,12956,1714,13.95,18.22,413.59,9.86,0.16,467.51,30.73,-1666,0.71
BOSCHLTD,Dec 2013,8757,1289.0,885,353,0,31.0,183,8891,2202,10.11,14.72,2854.84,9.95,5.9,602.34,,-2019,0.98
EICHERMOT,Dec 2013,6810,715.0,525,93,8,27.0,84,5337,825,7.71,10.5,1944.44,9.84,3.11,644.14,101.0,-741,1.28
NESTLEIND,Dec 2013,9101,1948.0,1117,97,37,96.0,1189,6314,851,12.27,21.4,1163.54,17.69,12.39,151.6,55.27,338,1.44
AMBUJACEM,Dec 2014,9955,1934.0,1487,419,66,310.0,34,13878,2097,14.94,19.43,479.68,10.71,0.11,562.21,35.65,-2063,0.72
EICHERMOT,Dec 2014,8738,1118.0,702,105,10,27.0,58,6403,1078,8.03,12.79,2600.0,10.96,2.15,1315.29,122.3,-1020,1.36
NESTLEIND,Dec 2014,9855,2039.0,1185,87,14,96.0,20,5820,812,12.02,20.69,1234.38,20.36,0.21,1757.76,151.86,-792,1.69
AMBUJACEM,Dec 2015,9437,1542.0,808,353,92,310.0,35,14133,2149,8.56,16.34,260.65,5.72,0.11,446.96,20.6,-2114,0.67
NESTLEIND,Dec 2015,8175,1555.0,563,-391,3,96.0,18,6086,1325,6.89,19.02,586.46,9.25,0.19,1364.04,388.0,-1307,1.34
AMBUJACEM,Dec 2016,20094,3181.0,1434,441,153,397.0,29,32824,175,7.14,15.83,361.21,4.37,0.07,746.71,23.67,-146,0.61
NESTLEIND,Dec 2016,9141,1850.0,1001,140,91,96.0,33,6810,1756,10.95,20.24,1042.71,14.7,0.34,1434.11,21.87,-1723,1.34
AMBUJACEM,Dec 2017,23609,3858.0,1945,335,206,397.0,24,35509,153,8.24,16.34,489.92,5.48,0.06,916.39,20.35,-129,0.66
NESTLEIND,Dec 2017,10010,2097.0,1225,177,92,96.0,35,7363,1979,12.24,20.95,1276.04,16.64,0.36,1600.76,24.72,-1944,1.36
AMBUJACEM,Dec 2018,26041,4011.0,2973,232,170,397.0,40,37391,133,11.42,15.4,748.87,7.95,0.1,917.85,24.96,-93,0.7
NESTLEIND,Dec 2018,11292,2618.0,1607,259,112,96.0,35,8088,2658,14.23,23.18,1673.96,19.87,0.36,1998.47,25.69,-2623,1.4
AMBUJACEM,Dec 2019,27104,4597.0,2783,601,170,397.0,41,40178,150,10.27,16.96,701.01,6.93,0.1,1049.54,30.58,-109,0.67
NESTLEIND,Dec 2019,12369,2926.0,1968,247,129,96.0,189,7173,1751,15.91,23.66,2050.0,27.44,1.97,1026.67,24.6,-1562,1.72
AMBUJACEM,Dec 2020,24516,5006.0,3107,288,140,397.0,471,39718,167,12.67,20.42,782.62,7.82,1.19,576.73,37.81,304,0.62
NESTLEIND,Dec 2020,13350,3202.0,2082,146,164,96.0,147,7900,1464,15.6,23.99,2168.75,26.35,1.53,1317.7,20.41,-1317,1.69
AMBUJACEM,Dec 2021,28965,6210.0,3711,252,146,397.0,477,45205,198,12.81,21.44,934.76,8.21,1.2,710.53,44.26,279,0.64
NESTLEIND,Dec 2021,14741,3562.0,2118,-112,202,96.0,266,8234,774,14.37,24.16,2206.25,25.72,2.77,983.98,17.08,-508,1.79
NESTLEIND,Dec 2022,16897,3706.0,2391,107,155,96.0,271,8979,778,14.15,21.93,2490.62,26.63,2.82,1009.81,24.6,-507,1.88
NESTLEIND,Dec 2023,19126,4471.0,2999,116,119,96.0,271,8979,778,15.68,23.38,3123.96,33.4,2.82,1218.26,38.55,-507,2.13
HCLTECH,Jun 2013,25581,5680.0,4040,332,106,139.0,1044,22399,713,15.79,22.2,2906.47,18.04,7.51,480.14,56.72,331,1.14
SHREECEM,Jun 2013,5418,1561.0,1004,187,193,35.0,1288,6160,2203,18.53,28.81,2868.57,16.3,36.8,117.99,9.06,-915,0.88
HCLTECH,Jun 2014,32144,8035.0,6528,677,114,140.0,1018,29980,662,20.31,25.0,4662.86,21.77,7.27,693.87,76.42,356,1.07
SHREECEM,Jun 2014,5715,1390.0,787,104,129,35.0,1200,7329,2244,13.77,24.32,2248.57,10.74,34.29,112.55,11.58,-1044,0.78
HCLTECH,Jun 2015,36701,8486.0,7342,1126,91,281.0,648,35245,869,20.0,23.12,2612.81,20.83,2.31,913.46,105.63,-221,1.04
SHREECEM,Jun 2015,6259,1344.0,426,102,121,35.0,917,7998,1662,6.81,21.47,1217.14,5.33,26.2,141.18,11.95,-745,0.78
LODHA,Mar 2011,2173,510.0,264,145,283,108.0,5596,9478,376,12.15,23.47,244.44,2.79,51.81,8.94,2.31,5220,0.23
LODHA,Mar 2012,2954,724.0,381,124,254,108.0,4259,9268,181,12.9,24.51,352.78,4.11,39.44,16.58,3.34,4078,0.32
ADANIENT,Mar 2013,46375,6021.0,1218,1775,3492,110.0,69332,111871,323,2.63,12.98,1107.27,1.09,630.29,8.67,2.23,69009,0.41
ADANIPORTS,Mar 2013,3577,2382.0,1639,344,542,401.0,11620,21035,222,45.82,66.59,408.73,7.79,28.98,19.82,5.03,11398,0.17
ADANIPORTS,Mar 2013,3577,2382.0,1639,344,542,401.0,11620,21035,222,45.82,66.59,408.73,7.79,28.98,19.82,5.03,11398,0.17
ADANIPOWER,Mar 2013,6692,960.0,-2295,215,1703,2393.0,41795,54688,22,-34.29,14.35,-95.9,-4.2,17.47,2.17,0.69,41773,0.12
APOLLOHOSP,Mar 2013,3769,612.0,303,33,103,70.0,1213,4814,527,8.04,16.24,432.86,6.29,17.33,47.7,6.26,686,0.78
ASIANPAINT,Mar 2013,10504,1737.0,1160,114,42,96.0,251,6784,296,11.04,16.54,1208.33,17.1,2.61,500.58,44.07,-45,1.55
ASIANPAINT,Mar 2013,10504,1737.0,1160,114,42,96.0,251,6784,296,11.04,16.54,1208.33,17.1,2.61,500.58,44.07,-45,1.55
AXISBANK,Mar 2013,27183,8313.0,5179,5,6551,468.0,296254,340558,113378,19.05,30.58,1106.62,1.52,633.02,2.8,1.27,182876,0.08
BAJAJ-AUTO,Mar 2013,20025,3656.0,3133,790,1,289.0,116,12642,6059,15.65,18.26,1084.08,24.78,0.4,902.72,4446.0,-5943,1.58
BAJAJFINSV,Mar 2013,8055,3931.0,2214,2,1204,80.0,12991,65370,43251,27.49,48.8,2767.5,3.39,162.39,30.07,3.27,-30260,0.12
BAJAJHLDNG,Mar 2013,337,322.0,1856,3,0,111.0,0,10775,9577,550.74,95.55,1672.07,17.23,0.0,290.09,,-9577,0.03
BANKBARODA,Mar 2013,36442,10950.0,4829,3,4511,423.0,509192,559387,125617,13.25,30.05,1141.61,0.86,1203.76,2.15,2.43,383575,0.07
BEL,Mar 2013,6273,669.0,911,622,7,2.0,24,45,0,14.52,10.66,45550.0,2024.44,12.0,2573.08,184.43,24,139.4
BHARTIARTL,Mar 2013,76947,22960.0,2267,1159,4519,1899.0,66736,157970,7710,2.95,29.84,119.38,1.44,35.14,33.45,5.34,59026,0.49
BHEL,Mar 2013,48903,9483.0,6693,1132,128,490.0,2698,71818,6,13.69,19.39,1365.92,9.32,5.51,297.46,82.93,2692,0.68
BPCL,Mar 2013,242181,6709.0,1936,1492,2518,723.0,33157,79628,7470,0.8,2.77,267.77,2.43,45.86,19.8,3.26,25687,3.04
BRITANNIA,Mar 2013,6185,421.0,260,52,41,24.0,380,1883,108,4.2,6.81,1083.33,13.81,15.83,104.21,11.54,272,3.28
CANBK,Mar 2013,34070,7217.0,2995,2,3308,443.0,376040,419324,127534,8.79,21.18,676.07,0.71,848.85,1.92,2.18,248506,0.08
CHOLAFIN,Mar 2013,2570,688.0,308,18,1,143.0,15269,18228,172,11.98,26.77,215.38,1.69,106.78,4.46,706.0,15097,0.14
CIPLA,Mar 2013,8279,6065.0,1545,27,245,161.0,967,11658,2532,18.66,73.26,959.63,13.25,6.01,537.68,24.87,-1565,0.71
COALINDIA,Mar 2013,68303,50216.0,17356,26,8752,6316.0,1305,110983,2395,25.41,73.52,274.79,15.64,0.21,658.92,5.74,-1090,0.62
DABUR,Mar 2013,6140,992.0,766,100,59,174.0,1151,4709,929,12.48,16.16,440.23,16.27,6.61,74.87,18.51,222,1.3
DIVISLAB,Mar 2013,2145,816.0,602,45,3,27.0,33,3139,408,28.07,38.04,2229.63,19.18,1.22,1360.0,287.0,-375,0.68
DLF,Mar 2013,7773,2633.0,667,1279,2314,340.0,26600,64647,1334,8.58,33.87,196.18,1.03,78.24,9.77,1.69,25266,0.12
DMART,Mar 2013,3341,215.0,94,15,43,544.0,526,1492,16,2.81,6.44,17.28,6.3,0.97,20.09,5.35,510,2.24
DRREDDY,Mar 2013,11833,2669.0,1527,146,100,85.0,3682,13380,197,12.9,22.56,1796.47,11.41,43.32,70.85,28.15,3485,0.88
GAIL,Mar 2013,50974,7427.0,4367,887,437,1268.0,16472,59809,1254,8.57,14.57,344.4,7.3,12.99,41.87,19.03,15218,0.85
GODREJCP,Mar 2013,6412,995.0,845,194,87,34.0,2456,7695,121,13.18,15.52,2485.29,10.98,72.24,39.96,13.67,2335,0.83
GRASIM,Mar 2013,27909,5924.0,3778,824,324,92.0,9550,44123,8011,13.54,21.23,4106.52,8.56,103.8,61.44,20.83,1539,0.63
HAVELLS,Mar 2013,7135,674.0,581,222,123,62.0,982,4458,0,8.14,9.45,937.1,13.03,15.84,64.56,7.28,982,1.6
HDFCBANK,Mar 2013,35861,12631.0,6903,10,7133,476.0,335588,407723,110960,19.25,35.22,1450.21,1.69,705.02,3.76,1.77,224628,0.09
HDFCLIFE,Mar 2013,14060,13535.0,447,4,28,1995.0,0,41918,40404,3.18,96.27,22.41,1.07,0.0,678.45,483.54,-40404,0.34
HINDALCO,Mar 2013,80193,72494.0,3007,10,1111,191.0,56951,120590,12601,3.75,90.4,1574.35,2.49,298.17,126.87,65.26,44350,0.67
HINDUNILVR,Mar 2013,27004,22784.0,3839,16,1123,216.0,25,12092,2252,14.22,84.37,1777.31,31.75,0.12,9453.94,20.3,-2227,2.23
ICICIBANK,Mar 2013,44885,31684.0,10130,-34,29320,1154.0,487659,674822,255667,22.57,70.59,877.82,1.5,422.58,6.48,1.08,231992,0.07
ICICIGI,Mar 2013,4012,4191.0,353,-4,586,437.0,0,12637,7800,8.8,104.46,80.78,2.79,0.0,959.04,7.15,-7800,0.32
ICICIPRULI,Mar 2013,20025,19280.0,1515,4,900,1429.0,0,75220,73716,7.57,96.28,106.02,2.01,0.0,1349.2,21.43,-73716,0.27
INDIGO,Mar 2013,9203,8348.0,787,9,296,0.4,11,26,0,8.55,90.71,196750.0,3026.92,27.5,73228.07,28.23,11,353.96
INDUSINDBK,Mar 2013,6983,1947.0,1061,4,1363,523.0,63576,73307,19654,15.19,27.88,202.87,1.45,121.56,3.04,1.43,43922,0.1
INFY,Mar 2013,40352,11538.0,9429,2365,5,286.0,0,46275,2116,23.37,28.59,3296.85,20.38,0.0,4034.27,2780.6,-2116,0.87
IOC,Mar 2013,461780,13861.0,3627,3499,7164,2428.0,89671,241878,17351,0.79,3.0,149.38,1.5,36.93,15.05,2.42,72320,1.91
IRFC,Mar 2013,5550,5528.0,522,2,4075,2352.0,58753,70755,13,9.41,99.6,22.19,0.74,24.98,9.05,1.36,58740,0.08
ITC,Mar 2013,31618,11221.0,7704,852,108,790.0,102,35329,5981,24.37,35.49,975.19,21.81,0.13,1257.96,111.79,-5879,0.89
JINDALSTEL,Mar 2013,19807,6106.0,2952,333,1067,93.0,24618,57073,809,14.9,30.83,3174.19,5.17,264.71,24.71,6.03,23809,0.35
JSWENERGY,Mar 2013,8870,2801.0,901,9,963,1640.0,10377,20378,955,10.16,31.58,54.94,4.42,6.33,23.31,2.92,9422,0.44
JSWSTEEL,Mar 2013,38210,6512.0,929,-307,1967,284.0,21625,57513,1750,2.43,17.04,327.11,1.62,76.14,29.72,3.15,19875,0.66
KOTAKBANK,Mar 2013,10838,6603.0,2238,-17,5112,373.0,85561,115835,40907,20.65,60.92,600.0,1.93,229.39,7.68,1.29,44654,0.09
LT,Mar 2013,74426,11394.0,5291,2523,4642,16.0,234,2328,49,7.11,15.31,33068.75,227.28,14.62,4557.6,3.0,185,31.97
LTIM,Mar 2013,3851,870.0,562,22,21,16.0,234,2328,49,14.59,22.59,3512.5,24.14,14.62,348.0,42.48,185,1.65
M&M,Mar 2013,68693,9116.0,4129,841,2297,295.0,28711,76131,6440,6.01,13.27,1399.66,5.42,97.33,31.43,4.33,22271,0.9
MARUTI,Mar 2013,44304,4361.0,2470,797,198,151.0,1569,27517,7421,5.58,9.84,1635.76,8.98,10.39,253.55,26.05,-5852,1.61
MOTHERSON,Mar 2013,25298,1480.0,452,318,250,59.0,4904,12739,72,1.79,5.85,766.1,3.55,83.12,29.82,7.19,4832,1.99
NAUKRI,Mar 2013,472,121.0,76,24,3,109.0,1,825,261,16.1,25.64,69.72,9.21,0.01,110.0,48.33,-260,0.57
NHPC,Mar 2013,6381,4152.0,2873,1595,611,12301.0,20340,62361,1447,45.02,65.07,23.36,4.61,1.65,12.72,9.41,18893,0.1
NTPC,Mar 2013,71518,18149.0,12586,4777,2491,8245.0,70419,178776,4923,17.6,25.38,152.65,7.04,8.54,23.07,9.2,65496,0.4
ONGC,Mar 2013,161984,43501.0,23994,5488,484,4278.0,20686,253424,2128,14.81,26.86,560.87,9.47,4.84,174.25,101.22,18558,0.64
PFC,Mar 2013,17314,5987.0,4438,12,10995,1320.0,139473,169330,27,25.63,34.58,336.21,2.62,105.66,4.25,0.55,139446,0.1
PIDILITIND,Mar 2013,3678,558.0,424,107,16,51.0,111,2616,294,11.53,15.17,831.37,16.21,2.18,344.44,41.56,-183,1.41
PNB,Mar 2013,43071,,5020,4310,27802,50.0,6695,7655,777,11.66,,10040.0,65.58,133.9,,,5918,5.63
PNB,Mar 2013,43071,,5020,4310,27802,50.0,6695,7655,777,11.66,,10040.0,65.58,133.9,,,5918,5.63
PNB,Mar 2013,43071,,5020,4310,27802,50.0,6695,7655,777,11.66,,10040.0,65.58,133.9,,,5918,5.63
PNB,Mar 2013,43071,,5020,4310,27802,50.0,6695,7655,777,11.66,,10040.0,65.58,133.9,,,5918,5.63
PNB,Mar 2013,43071,,5020,4310,27802,50.0,6695,7655,777,11.66,,10040.0,65.58,133.9,,,5918,5.63
POWERGRID,Mar 2013,13081,10837.0,4313,966,2599,4630.0,69233,113384,586,32.97,82.85,93.15,3.8,14.95,14.67,4.54,68647,0.12
POWERGRID,Mar 2013,13081,10837.0,4313,966,2599,4630.0,69233,113384,586,32.97,82.85,93.15,3.8,14.95,14.67,4.54,68647,0.12
RECLTD,Mar 2013,13634,13270.0,3833,4,8083,987.0,107762,130570,638,28.11,97.33,388.35,2.94,109.18,12.2,1.64,107124,0.1
RELIANCE,Mar 2013,395957,33155.0,20886,7757,3463,2936.0,107219,362357,42848,5.27,8.37,711.38,5.76,36.52,30.1,11.81,64371,1.09
SBILIFE,Mar 2013,14870,427.0,630,292,4,1000.0,0,53714,50047,4.24,2.87,63.0,1.17,0.0,42.7,179.75,-50047,0.28
SHRIRAMFIN,Mar 2013,7009,2179.0,1463,7,3092,227.0,33386,47274,3280,20.87,31.09,644.49,3.09,147.07,6.48,0.71,30106,0.15
SUNPHARMA,Mar 2013,11131,4784.0,3469,-90,43,104.0,260,20377,2412,31.17,42.98,3335.58,17.02,2.5,1314.29,109.16,-2152,0.55
TATACONSUM,Mar 2013,7351,770.0,445,56,84,62.0,1389,8794,578,6.05,10.47,717.74,5.06,22.4,53.07,9.83,811,0.84
TATAMOTORS,Mar 2013,188793,24596.0,9976,213,3560,638.0,53716,168330,8765,5.28,13.03,1563.64,5.93,84.19,45.25,6.97,44951,1.12
TATAPOWER,Mar 2013,33177,5595.0,123,375,2642,237.0,37882,67257,3120,0.37,16.86,51.9,0.18,159.84,14.68,2.26,34762,0.49
TATASTEEL,Mar 2013,134712,3965.0,-7272,1445,3968,971.0,68529,146876,3258,-5.4,2.94,-748.92,-4.95,70.58,5.71,1.36,65271,0.92
TCS,Mar 2013,62989,18040.0,14076,1178,48,196.0,332,51932,1897,22.35,28.64,7181.63,27.1,1.69,3416.67,400.38,-1565,1.21
TECHM,Mar 2013,6873,1422.0,1307,-141,103,128.0,1380,8984,4099,19.02,20.69,1021.09,14.55,10.78,94.3,12.44,-2719,0.77
TECHM,Mar 2013,6873,1422.0,1307,-141,103,128.0,1380,8984,4099,19.02,20.69,1021.09,14.55,10.78,94.3,12.44,-2719,0.77
TITAN,Mar 2013,10123,1014.0,725,99,51,89.0,0,5884,3,7.16,10.02,814.61,12.32,0.0,1139.33,21.82,-3,1.72
TORNTPHARM,Mar 2013,3203,697.0,435,1,34,42.0,693,3753,60,13.58,21.76,1035.71,11.59,16.5,94.83,20.53,633,0.85
TRENT,Mar 2013,2132,5.0,-27,58,29,33.0,343,2209,317,-1.27,0.23,-81.82,-1.22,10.39,1.33,2.17,26,0.97
TVSMOTOR,Mar 2013,7510,438.0,198,130,103,48.0,1068,3381,348,2.64,5.83,412.5,5.86,22.25,39.25,5.51,720,2.22
ULTRACEMCO,Mar 2013,20514,4839.0,2688,304,252,274.0,7342,29582,4709,13.1,23.59,981.02,9.09,26.8,63.54,20.41,2633,0.69
UNIONBANK,Mar 2013,25169,325.0,2146,2868,17575,597.0,287589,312912,81808,8.53,1.29,359.46,0.69,481.72,0.11,0.18,205781,0.08
ABB,Mar 2014,2276,267.0,198,49,0,21.0,0,1139,0,8.7,11.73,942.86,17.38,0.0,1271.43,,0,2.0
ADANIENSOL,Mar 2014,0,0.0,0,0,0,0.1,0,0,0,,,0.0,,0.0,0.0,,0,
ADANIENT,Mar 2014,54947,9383.0,2646,1157,5703,110.0,71980,118102,288,4.82,17.08,2405.45,2.24,654.36,13.02,1.85,71692,0.47
ADANIPORTS,Mar 2014,4830,2919.0,1741,685,977,414.0,12979,24677,63,36.05,60.43,420.53,7.06,31.35,21.79,3.69,12916,0.2
ADANIPORTS,Mar 2014,4830,2919.0,1741,685,977,414.0,12979,24677,63,36.05,60.43,420.53,7.06,31.35,21.79,3.69,12916,0.2
ADANIPOWER,Mar 2014,15328,4593.0,-291,137,4162,2872.0,44150,58739,115,-1.9,29.96,-10.13,-0.5,15.37,9.77,1.14,44035,0.26
APOLLOHOSP,Mar 2014,4357,676.0,315,18,119,70.0,1344,5350,322,7.23,15.52,450.0,5.89,19.2,47.81,5.83,1022,0.81
ASIANPAINT,Mar 2014,12220,2004.0,1263,124,48,96.0,249,8075,1424,10.34,16.4,1315.62,15.64,2.59,580.87,44.33,-1175,1.51
ASIANPAINT,Mar 2014,12220,2004.0,1263,124,48,96.0,249,8075,1424,10.34,16.4,1315.62,15.64,2.59,580.87,44.33,-1175,1.51
AXISBANK,Mar 2014,30641,9644.0,6218,8,7405,470.0,333280,386350,113093,20.29,31.47,1322.98,1.61,709.11,2.89,1.3,220187,0.08
BAJAJ-AUTO,Mar 2014,20137,4163.0,3380,674,1,289.0,59,15308,8448,16.79,20.67,1169.55,22.08,0.2,1196.26,4837.0,-8389,1.32
BAJAJFINSV,Mar 2014,6023,4491.0,2191,3,1562,80.0,19507,74383,45314,36.38,74.56,2738.75,2.95,243.84,22.93,2.88,-25807,0.08
BAJAJHLDNG,Mar 2014,423,400.0,1988,5,0,111.0,0,12448,11325,469.98,94.56,1790.99,15.97,0.0,360.36,,-11325,0.03
BANKBARODA,Mar 2014,40463,12049.0,5036,2,5555,431.0,616973,676104,122113,12.45,29.78,1168.45,0.74,1431.49,1.95,2.17,494860,0.06
BEL,Mar 2014,6518,925.0,952,438,7,2.0,21,46,0,14.61,14.19,47600.0,2069.57,10.5,4021.74,194.71,21,141.7
BHARTIARTL,Mar 2014,85864,26512.0,3019,2881,5879,1999.0,75896,181492,15531,3.52,30.88,151.03,1.66,37.97,34.04,5.0,60365,0.47
BHEL,Mar 2014,39561,4579.0,3502,1617,133,490.0,4693,75331,6,8.85,11.57,714.69,4.65,9.58,88.35,46.59,4687,0.53
BPCL,Mar 2014,264421,9414.0,4053,1344,1982,723.0,33152,88460,6985,1.53,3.56,560.58,4.58,45.85,27.79,5.43,26167,2.99
BRITANNIA,Mar 2014,6913,627.0,395,34,8,24.0,150,2107,198,5.71,9.07,1645.83,18.75,6.25,360.34,82.62,-48,3.28
CANBK,Mar 2014,39570,9636.0,2672,-2,4144,461.0,447913,501090,135445,6.75,24.35,579.61,0.53,971.61,2.15,2.32,312468,0.08
CHOLAFIN,Mar 2014,3279,932.0,368,18,1,143.0,18075,21544,39,11.22,28.42,257.34,1.71,126.4,5.12,950.0,18036,0.15
CIPLA,Mar 2014,10173,8026.0,1404,21,251,161.0,1248,13400,709,13.8,78.9,872.05,10.48,7.75,569.62,32.06,539,0.76
COALINDIA,Mar 2014,70608,52842.0,15112,25,7169,6316.0,178,104938,3775,21.4,74.84,239.27,14.4,0.03,813.7,7.37,-3597,0.67
